證券代碼,簡稱,年月,市值(百萬元),收盤價(元)_年,Unknown masked parameter,股價淨值比,股價營收比,M淨值報酬率─稅後,資產報酬率ROA,營業利益率OPM,利潤邊際NPM,負債/淨值比,M流動比率,M速動比率,M存貨週轉率 (次),M應收帳款週轉次,M營業利益成長率,M稅後淨利成長率,Return,ReturnMean_year_Label,年份,PE_ratio,PB_ratio,PS_ratio,ROE,ROA,OPM,NPM,DE_ratio,CR,QR,ITR,RTR,OIG,NIG,profitability_score,liquidity_score,efficiency_score,growth_score,valuation_score,predicted_return,訓練年份,測試年份,使用C參數,使用gamma參數,使用epsilon參數,排名
5313,皇旗         ,199812,9428,35.59,0.015487125636019,2.2327,0.74503,0.032553,0.08949,0.056824,0.029862,1.749,171.17,94.72,3.41,3.31,42.35,86.54,-24.6979,-1,1998,0.4112549062716096,2.2327,0.74503,0.032553,0.08949,0.056824,0.029862,1.749,171.17,94.72,3.41,3.31,42.35,86.54,0.05218225,132.945,3.3600000000000003,64.44500000000001,1.4888649999999999,-1.8896105053371706,1997,1998,295.21245747221246,9.500254007148152,0.019170531585929167,1
2343,精業         ,199812,19448,21.98,0.395515215668593,0.94701,0.96193,0.085972,0.11469,0.092912,0.1165,0.33399,338.54,234.42,4.25,5.76,57.41,69.82,254.2311,1,1998,0.31480950566013316,0.94701,0.96193,0.085972,0.11469,0.092912,0.1165,0.33399,338.54,234.42,4.25,5.76,57.41,69.82,0.1025185,286.48,5.005,63.614999999999995,0.9544699999999999,-3.442273465128796,1997,1998,295.21245747221246,9.500254007148152,0.019170531585929167,2
5007,三星         ,199812,7938,21.61,0.999080394761361,1.2006,0.86302,0.055081,0.10512,0.093426,0.075589,0.90854,85.48,45.86,5.23,6.83,73.85,76.69,-71.3096,-1,1998,0.28178380125461205,1.2006,0.86302,0.055081,0.10512,0.093426,0.075589,0.90854,85.48,45.86,5.23,6.83,73.85,76.69,0.082304,65.67,6.03,75.27,1.03181,-10.266549305256818,1997,1998,295.21245747221246,9.500254007148152,0.019170531585929167,3
2355,敬鵬         ,199812,9293,15.84,0.106216344928664,0.52712,0.6807,0.07771,0.099214,0.10331,0.12813,0.27672,268.7,240.58,11.4,4.69,23.98,21.12,-2.5884,-1,1998,0.7499999644886379,0.52712,0.6807,0.07771,0.099214,0.10331,0.12813,0.27672,268.7,240.58,11.4,4.69,23.98,21.12,0.10209099999999999,254.64,8.045,22.55,0.60391,-10.404702164966038,1997,1998,295.21245747221246,9.500254007148152,0.019170531585929167,4
2316,楠梓電       ,199812,22206,41.74,0.963088539286913,2.315,1.9838,0.093412,0.16429,0.1518,0.15541,0.75877,93.06,61.37,7.0,5.55,51.55,49.23,-20.4121,-1,1998,0.8478569805432262,2.315,1.9838,0.093412,0.16429,0.1518,0.15541,0.75877,93.06,61.37,7.0,5.55,51.55,49.23,0.141228,77.215,6.275,50.39,2.1494,-12.224492442309197,1997,1998,295.21245747221246,9.500254007148152,0.019170531585929167,5
1460,宏遠         ,199812,13342,18.8,0.859442305646212,1.2842,0.96164,0.092244,0.13135,0.10292,0.098325,0.4239,190.7,90.42,3.97,6.76,25.27,18.68,-54.6809,-1,1998,1.006423928992295,1.2842,0.96164,0.092244,0.13135,0.10292,0.098325,0.4239,190.7,90.42,3.97,6.76,25.27,18.68,0.10620975,140.56,5.365,21.975,1.1229200000000001,-12.632644101281159,1997,1998,295.21245747221246,9.500254007148152,0.019170531585929167,6
2368,金像電       ,199812,14893,26.19,0.334163052737496,0.74151,0.83275,0.078152,0.1046,0.12214,0.11746,0.33843,204.37,177.12,10.78,4.92,15.23,11.61,-8.0565,-1,1998,2.2558137591891683,0.74151,0.83275,0.078152,0.1046,0.12214,0.11746,0.33843,204.37,177.12,10.78,4.92,15.23,11.61,0.105588,190.745,7.85,13.42,0.78713,-13.038238981437686,1997,1998,295.21245747221246,9.500254007148152,0.019170531585929167,7
5604,中連         ,199812,6678,13.12,0.730248792267598,0.91684,1.5046,0.042965,0.064843,0.14661,0.10642,0.50922,257.01,250.91,0.0,4.89,-3.79,-5.58,-51.2957,-1,1998,-2.351254901658584,0.91684,1.5046,0.042965,0.064843,0.14661,0.10642,0.50922,257.01,250.91,0.0,4.89,-3.79,-5.58,0.0902095,253.95999999999998,2.445,-4.6850000000000005,1.21072,-14.192602005319902,1997,1998,295.21245747221246,9.500254007148152,0.019170531585929167,8
2104,中橡         ,199812,9711,17.7,0.80336439160244,0.81831,0.63102,0.018682,0.042352,0.061287,0.040643,1.267,120.83,88.78,7.48,4.93,-1.66,-40.7,-9.661,-1,1998,-0.4348894455746792,0.81831,0.63102,0.018682,0.042352,0.061287,0.040643,1.267,120.83,88.78,7.48,4.93,-1.66,-40.7,0.040741,104.805,6.205,-21.18,0.724665,-14.563314254588805,1997,1998,295.21245747221246,9.500254007148152,0.019170531585929167,9
2321,東訊         ,199812,7369,22.22,0.156404952226563,1.5126,0.45062,0.083098,0.14814,0.029627,0.047433,0.78275,156.07,86.4,5.31,6.01,101.32,53.11,72.1872,1,1998,0.4183769456151959,1.5126,0.45062,0.083098,0.14814,0.029627,0.047433,0.78275,156.07,86.4,5.31,6.01,101.32,53.11,0.0770745,121.235,5.66,77.215,0.98161,-14.930777896897975,1997,1998,295.21245747221246,9.500254007148152,0.019170531585929167,10
2366,亞旭         ,199912,10840,26.39,0.109697464523194,1.4366,0.61515,0.046726,0.081814,0.017446,0.035036,0.75092,153.28,82.1,5.38,6.09,-49.09,81.76,-65.5172,-1,1999,0.3227739686549172,1.4366,0.61515,0.046726,0.081814,0.017446,0.035036,0.75092,153.28,82.1,5.38,6.09,-49.09,81.76,0.04525549999999999,117.69,5.734999999999999,16.335,1.025875,34.626610748977,1998,1999,814.9372476815323,9.676613260290955,0.023624124034972396,1
2321,東訊         ,199912,13292,38.26,0.662009598359135,2.1976,0.85326,0.070879,0.11731,0.019928,0.048275,0.65511,180.27,114.79,6.15,5.47,-22.9,17.72,-59.0173,-1,1999,2.1591420903418683,2.1976,0.85326,0.070879,0.11731,0.019928,0.048275,0.65511,180.27,114.79,6.15,5.47,-22.9,17.72,0.064098,147.53,5.8100000000000005,-2.59,1.52543,33.467926082287946,1998,1999,814.9372476815323,9.676613260290955,0.023624124034972396,2
2355,敬鵬         ,199912,8973,15.43,0.741257943454207,0.57297,0.58204,0.059324,0.089188,0.074025,0.090592,0.50339,194.62,170.31,13.77,4.24,-2.03,-3.33,-57.3558,-1,1999,-4.633635025115623,0.57297,0.58204,0.059324,0.089188,0.074025,0.090592,0.50339,194.62,170.31,13.77,4.24,-2.03,-3.33,0.07828225,182.465,9.004999999999999,-2.6799999999999997,0.5775049999999999,29.843930305265825,1998,1999,814.9372476815323,9.676613260290955,0.023624124034972396,3
2010,春源         ,199912,6407,5.09,0.748705718215691,0.33911,0.23115,0.034932,0.059068,0.033347,0.040261,0.69095,178.8,109.99,3.97,3.85,45.68,134.03,-30.0589,1,1999,0.03797657212581831,0.33911,0.23115,0.034932,0.059068,0.033347,0.040261,0.69095,178.8,109.99,3.97,3.85,45.68,134.03,0.041901999999999995,144.395,3.91,89.855,0.28513,26.35116723899911,1998,1999,814.9372476815323,9.676613260290955,0.023624124034972396,4
2356,英業達       ,199912,95190,20.56,0.0908232857874395,1.3137,0.36178,0.080304,0.17186,0.040371,0.048816,1.14,155.11,92.13,7.16,5.34,-22.53,-7.55,-57.2471,-1,1999,-2.7231791686330022,1.3137,0.36178,0.080304,0.17186,0.040371,0.048816,1.14,155.11,92.13,7.16,5.34,-22.53,-7.55,0.08533774999999999,123.62,6.25,-15.040000000000001,0.83774,22.320565996057393,1998,1999,814.9372476815323,9.676613260290955,0.023624124034972396,5
2340,光磊         ,199912,11971,39.7,0.939829470344921,2.0742,3.0728,0.041889,0.054552,0.0984,0.080775,0.30232,329.1,242.69,2.54,2.79,-21.01,-47.37,-59.8237,-1,1999,-0.8380831926975553,2.0742,3.0728,0.041889,0.054552,0.0984,0.080775,0.30232,329.1,242.69,2.54,2.79,-21.01,-47.37,0.06890399999999999,285.895,2.665,-34.19,2.5735,21.838130195348604,1998,1999,814.9372476815323,9.676613260290955,0.023624124034972396,6
2394,普立爾       ,199912,15172,27.45,0.635786710514084,1.6006,0.56331,0.1415,0.23299,0.10456,0.084064,0.64653,167.67,112.42,9.1,15.77,0.81,4.49,-43.5337,1,1999,6.113584384502364,1.6006,0.56331,0.1415,0.23299,0.10456,0.084064,0.64653,167.67,112.42,9.1,15.77,0.81,4.49,0.1407785,140.045,12.434999999999999,2.6500000000000004,1.081955,21.459872593392348,1998,1999,814.9372476815323,9.676613260290955,0.023624124034972396,7
2489,瑞軒         ,199912,6601,11.44,0.514423456505704,0.54167,0.19596,0.072816,0.11458,0.03817,0.041451,0.57352,240.39,189.49,14.39,5.6,-22.2,18.82,-50.4371,-1,1999,0.6078639421963898,0.54167,0.19596,0.072816,0.11458,0.03817,0.041451,0.57352,240.39,189.49,14.39,5.6,-22.2,18.82,0.06675425,214.94,9.995000000000001,-1.6899999999999995,0.368815,20.371039963286307,1998,1999,814.9372476815323,9.676613260290955,0.023624124034972396,8
1905,華紙         ,199912,11095,13.5,0.522495305777102,1.0706,1.2374,0.0757,0.10878,0.092408,0.12576,0.43695,324.23,164.11,5.2,5.72,282.25,294.67,-47.3333,-1,1999,0.04581396122505188,1.0706,1.2374,0.0757,0.10878,0.092408,0.12576,0.43695,324.23,164.11,5.2,5.72,282.25,294.67,0.100662,244.17000000000002,5.46,288.46000000000004,1.154,19.020630007064646,1998,1999,814.9372476815323,9.676613260290955,0.023624124034972396,9
1216,統一         ,199912,72520,11.47,0.153656717591307,0.85469,0.59708,0.04126,0.091906,0.016804,0.064224,1.2275,106.38,73.11,7.84,13.4,26.66,-17.52,-1.1334,1,1999,-0.6546804026644066,0.85469,0.59708,0.04126,0.091906,0.016804,0.064224,1.2275,106.38,73.11,7.84,13.4,26.66,-17.52,0.0535485,89.745,10.620000000000001,4.57,0.725885,17.688687419020123,1998,1999,814.9372476815323,9.676613260290955,0.023624124034972396,10
9921,巨大         ,200012,10114,18.46,0.573709764841198,1.0365,0.29808,0.075562,0.19722,0.064171,0.056715,1.6101,135.12,66.22,3.96,4.44,32.88,56.91,-12.0802,-1,2000,0.32437180944698984,1.0365,0.29808,0.075562,0.19722,0.064171,0.056715,1.6101,135.12,66.22,3.96,4.44,32.88,56.91,0.09841700000000002,100.67,4.2,44.894999999999996,0.6672899999999999,-8.369899442262962,1999,2000,912.783506019273,4.725706831114482,0.01117339026859929,1
2603,長榮         ,200012,44275,11.91,0.660944557947342,0.69406,0.39437,0.012138,0.036369,0.074172,0.020753,1.9963,71.43,62.18,0.0,5.6,19.92,39.63,-40.3023,-1,2000,0.300529894006311,0.69406,0.39437,0.012138,0.036369,0.074172,0.020753,1.9963,71.43,62.18,0.0,5.6,19.92,39.63,0.035858,66.805,2.8,29.775000000000002,0.544215,-9.113634592629985,1999,2000,912.783506019273,4.725706831114482,0.01117339026859929,2
1434,福懋         ,200012,23627,8.11,0.362411462273053,0.59457,0.56912,0.06363,0.11833,0.1234,0.11477,0.85961,147.1,83.42,3.96,5.42,35.81,37.65,-33.2922,-1,2000,0.21540504075949427,0.59457,0.56912,0.06363,0.11833,0.1234,0.11477,0.85961,147.1,83.42,3.96,5.42,35.81,37.65,0.1050325,115.25999999999999,4.6899999999999995,36.730000000000004,0.581845,-17.24346273380446,1999,2000,912.783506019273,4.725706831114482,0.01117339026859929,3
2105,正新         ,200012,16720,6.47,0.189072174472614,0.41474,0.3296,0.056761,0.10996,0.11948,0.087366,0.93733,154.98,91.66,3.93,7.77,-2.69,17.75,18.7017,-1,2000,0.3645070217179142,0.41474,0.3296,0.056761,0.10996,0.11948,0.087366,0.93733,154.98,91.66,3.93,7.77,-2.69,17.75,0.09339175000000001,123.32,5.85,7.53,0.37217,-21.07741540935353,1999,2000,912.783506019273,4.725706831114482,0.01117339026859929,4
2427,三商電       ,200012,3433,14.9,0.741254049502218,0.66906,0.61066,0.084557,0.11092,0.084277,0.10124,0.31176,289.09,144.59,2.81,3.61,26.42,62.44,41.6107,1,2000,0.23862908009882963,0.66906,0.61066,0.084557,0.11092,0.084277,0.10124,0.31176,289.09,144.59,2.81,3.61,26.42,62.44,0.0952485,216.83999999999997,3.21,44.43,0.63986,-25.844487971843105,1999,2000,912.783506019273,4.725706831114482,0.01117339026859929,5
2308,台達電       ,200012,98785,32.72,0.527680069338442,1.2489,0.61216,0.10757,0.20842,0.088729,0.10218,0.93759,195.04,149.86,7.11,4.54,27.53,44.36,-25.3667,-1,2000,0.7376014261135837,1.2489,0.61216,0.10757,0.20842,0.088729,0.10218,0.93759,195.04,149.86,7.11,4.54,27.53,44.36,0.12672475,172.45,5.825,35.945,0.93053,-32.33840852956619,1999,2000,912.783506019273,4.725706831114482,0.01117339026859929,6
1503,士電         ,200012,9712,13.69,0.728661681678271,0.7704,0.67405,0.033299,0.057433,0.078664,0.05024,0.72476,152.1,91.07,4.37,3.33,10.45,28.64,-10.2995,-1,2000,0.4780027766060483,0.7704,0.67405,0.033299,0.057433,0.078664,0.05024,0.72476,152.1,91.07,4.37,3.33,10.45,28.64,0.054909,121.585,3.85,19.545,0.722225,-33.2812840961366,1999,2000,912.783506019273,4.725706831114482,0.01117339026859929,7
2010,春源         ,200012,4208,3.56,0.905134744223571,0.22894,0.14674,0.02646,0.047054,0.036372,0.030168,0.77831,166.8,82.0,3.98,4.35,20.18,-17.44,-8.7079,-1,2000,-0.20412845207158556,0.22894,0.14674,0.02646,0.047054,0.036372,0.030168,0.77831,166.8,82.0,3.98,4.35,20.18,-17.44,0.0350135,124.4,4.165,1.3699999999999992,0.18784,-35.18930545965371,1999,2000,912.783506019273,4.725706831114482,0.01117339026859929,8
2371,大同         ,200012,50800,11.8,0.246734525985975,0.8351,0.30117,0.022504,0.051106,0.032486,0.025799,1.271,102.23,68.12,8.22,6.28,12.74,-3.2,-10.5932,-1,2000,-3.6875011523441104,0.8351,0.30117,0.022504,0.051106,0.032486,0.025799,1.271,102.23,68.12,8.22,6.28,12.74,-3.2,0.032973749999999996,85.17500000000001,7.25,4.77,0.568135,-36.50930600733706,1999,2000,912.783506019273,4.725706831114482,0.01117339026859929,9
2615,萬海         ,200012,25790,7.75,0.629883385064421,0.61024,0.33725,0.070514,0.1157,0.082425,0.064107,0.64075,121.18,113.88,0.0,33.11,-13.59,-20.86,-33.9355,-1,2000,-0.3715244665160339,0.61024,0.33725,0.070514,0.1157,0.082425,0.064107,0.64075,121.18,113.88,0.0,33.11,-13.59,-20.86,0.0831865,117.53,16.555,-17.225,0.47374499999999997,-37.962583581424866,1999,2000,912.783506019273,4.725706831114482,0.01117339026859929,10
2418,雅新         ,200112,13836,15.56,0.142027248431928,0.7823,0.61893,0.081696,0.16304,0.14847,0.12897,0.9957,109.45,63.54,3.34,3.44,40.51,51.84,-5.8483,1,2001,0.3001543151976405,0.7823,0.61893,0.081696,0.16304,0.14847,0.12897,0.9957,109.45,63.54,3.34,3.44,40.51,51.84,0.130544,86.495,3.3899999999999997,46.175,0.700615,82.67996780327367,2000,2001,783.0449938378325,4.328656658979423,0.01043790245255523,1
2489,瑞軒         ,200112,12676,18.47,0.892922405285977,0.7728,0.37313,0.09158,0.15636,0.046353,0.07549,0.70738,244.41,209.57,15.1,4.09,43.06,65.04,-16.405,-1,2001,0.28397908542467576,0.7728,0.37313,0.09158,0.15636,0.046353,0.07549,0.70738,244.41,209.57,15.1,4.09,43.06,65.04,0.09244575,226.99,9.594999999999999,54.050000000000004,0.5729650000000001,80.4611083467694,2000,2001,783.0449938378325,4.328656658979423,0.01043790245255523,2
2430,燦坤         ,200112,10932,21.5,0.622497259279895,0.99491,0.2387,0.045634,0.097314,0.066088,0.034706,1.1325,116.48,59.84,5.47,12.27,34.18,33.44,-7.1628,1,2001,0.6429425645053062,0.99491,0.2387,0.045634,0.097314,0.066088,0.034706,1.1325,116.48,59.84,5.47,12.27,34.18,33.44,0.060935500000000004,88.16,8.87,33.81,0.6168049999999999,75.7750024576664,2000,2001,783.0449938378325,4.328656658979423,0.01043790245255523,3
9904,寶成         ,200112,39075,9.73,0.405315419880591,0.54116,0.61975,0.061539,0.12048,0.05357,0.14517,0.95771,158.51,115.39,8.63,6.83,21.9,42.57,23.6382,1,2001,0.22856471156766006,0.54116,0.61975,0.061539,0.12048,0.05357,0.14517,0.95771,158.51,115.39,8.63,6.83,21.9,42.57,0.09518975,136.95,7.73,32.235,0.5804549999999999,71.74903032061287,2000,2001,783.0449938378325,4.328656658979423,0.01043790245255523,4
1303,南亞         ,200112,155652,12.09,0.328814214756803,0.54459,0.48947,0.024185,0.054098,-0.0048434,0.05479,1.2368,113.79,57.93,4.71,5.58,-105.42,-84.83,22.4979,1,2001,-0.14252033646729148,0.54459,0.48947,0.024185,0.054098,-0.0048434,0.05479,1.2368,113.79,57.93,4.71,5.58,-105.42,-84.83,0.0320574,85.86,5.145,-95.125,0.51703,71.20610453610186,2000,2001,783.0449938378325,4.328656658979423,0.01043790245255523,5
8008,建興電       ,200112,34486,28.8,0.784427890743913,1.1483,0.35113,0.14364,0.32194,0.11713,0.098461,1.2413,183.19,131.58,5.09,7.82,50.54,81.72,20.0347,1,2001,0.35242290317642067,1.1483,0.35113,0.14364,0.32194,0.11713,0.098461,1.2413,183.19,131.58,5.09,7.82,50.54,81.72,0.17029275,157.385,6.455,66.13,0.749715,66.28463585170691,2000,2001,783.0449938378325,4.328656658979423,0.01043790245255523,6
2365,昆盈         ,200112,5861,10.79,0.398880752383199,0.53977,0.34495,0.076064,0.1078,0.078344,0.068911,0.41721,238.89,174.94,5.43,8.79,1.49,6.72,8.2484,1,2001,1.6056545229680768,0.53977,0.34495,0.076064,0.1078,0.078344,0.068911,0.41721,238.89,174.94,5.43,8.79,1.49,6.72,0.08277975,206.915,7.109999999999999,4.1049999999999995,0.44236,61.59520201804001,2000,2001,783.0449938378325,4.328656658979423,0.01043790245255523,7
2366,亞旭         ,200112,11136,23.87,0.313428989936591,1.2847,0.57825,0.041075,0.077467,0.040269,0.03486,0.88598,128.6,81.58,4.61,5.28,503.92,69.75,-0.41894,1,2001,0.34222221731581054,1.2847,0.57825,0.041075,0.077467,0.040269,0.03486,0.88598,128.6,81.58,4.61,5.28,503.92,69.75,0.048417749999999996,105.09,4.945,286.83500000000004,0.931475,60.46811930165339,2000,2001,783.0449938378325,4.328656658979423,0.01043790245255523,8
2312,金寶         ,200112,23010,12.2,0.487603775433924,0.84254,0.35872,0.058777,0.11279,0.060141,0.048033,0.91892,149.21,96.38,6.09,5.32,29.67,56.89,-15.6557,-1,2001,0.21444893277467159,0.84254,0.35872,0.058777,0.11279,0.060141,0.048033,0.91892,149.21,96.38,6.09,5.32,29.67,56.89,0.06993525,122.795,5.705,43.28,0.60063,52.57057734912337,2000,2001,783.0449938378325,4.328656658979423,0.01043790245255523,9
2355,敬鵬         ,200112,9318,16.37,0.758112431327419,0.66626,0.75092,0.086726,0.11537,0.15806,0.13002,0.33032,232.01,216.84,13.82,4.13,50.91,44.65,-24.0684,-1,2001,0.3666293310945279,0.66626,0.75092,0.086726,0.11537,0.15806,0.13002,0.33032,232.01,216.84,13.82,4.13,50.91,44.65,0.12254400000000001,224.425,8.975,47.78,0.70859,50.05693034718399,2000,2001,783.0449938378325,4.328656658979423,0.01043790245255523,10
1434,福懋         ,200212,22656,8.39,0.217801593712125,0.62659,0.6023,0.046988,0.084287,0.056889,0.081838,0.79379,118.26,52.35,3.69,6.81,-9.49,89.16,5.3635,-1,2002,0.09410049243942921,0.62659,0.6023,0.046988,0.084287,0.056889,0.081838,0.79379,118.26,52.35,3.69,6.81,-9.49,89.16,0.06750049999999999,85.305,5.25,39.835,0.6144449999999999,76.05604167296433,2001,2002,633.5659008965631,4.379775347473814,0.025135780137010743,1
5305,敦南         ,200212,5785,10.4,0.731050829723742,0.79632,0.6545,0.055875,0.089351,0.074056,0.073437,0.59911,126.41,91.39,7.0,5.46,148.28,165.23,40.8654,1,2002,0.06294256452858099,0.79632,0.6545,0.055875,0.089351,0.074056,0.073437,0.59911,126.41,91.39,7.0,5.46,148.28,165.23,0.07317974999999999,108.9,6.23,156.755,0.72541,58.80881627314514,2001,2002,633.5659008965631,4.379775347473814,0.025135780137010743,2
1907,永豐餘       ,200212,12076,5.61,0.00980225226306208,0.45573,0.32334,0.020574,0.042312,0.060776,0.030179,1.0566,125.22,88.85,5.97,3.67,74.47,66.73,59.5365,1,2002,0.08407013211344025,0.45573,0.32334,0.020574,0.042312,0.060776,0.030179,1.0566,125.22,88.85,5.97,3.67,74.47,66.73,0.03846025,107.035,4.82,70.6,0.389535,35.20013325175415,2001,2002,633.5659008965631,4.379775347473814,0.025135780137010743,3
2347,聯強         ,200212,34655,19.24,0.451638770451973,0.72385,0.14807,0.075978,0.14083,0.023252,0.02906,0.8536,167.2,108.59,11.77,8.95,19.54,70.73,0.0,-1,2002,0.2720203552662186,0.72385,0.14807,0.075978,0.14083,0.023252,0.02906,0.8536,167.2,108.59,11.77,8.95,19.54,70.73,0.06727999999999999,137.89499999999998,10.36,45.135000000000005,0.43596,34.0637630684092,2001,2002,633.5659008965631,4.379775347473814,0.025135780137010743,4
1726,永記         ,200212,6984,28.54,0.646477432425814,1.1457,0.87278,0.093523,0.12723,0.14311,0.096904,0.36038,353.06,241.94,4.06,4.42,20.4,-6.55,-6.2369,-1,2002,-4.357252573626347,1.1457,0.87278,0.093523,0.12723,0.14311,0.096904,0.36038,353.06,241.94,4.06,4.42,20.4,-6.55,0.11519175,297.5,4.24,6.924999999999999,1.00924,27.744681489598364,2001,2002,633.5659008965631,4.379775347473814,0.025135780137010743,5
2006,東鋼         ,200212,7231,5.93,0.343287890241345,0.38432,0.22677,0.013314,0.031442,0.046513,0.01855,1.3615,90.47,47.9,7.12,8.14,97.55,184.77,34.9073,1,2002,0.032093954472620256,0.38432,0.22677,0.013314,0.031442,0.046513,0.01855,1.3615,90.47,47.9,7.12,8.14,97.55,184.77,0.027454749999999997,69.185,7.630000000000001,141.16,0.305545,23.17491010722346,2001,2002,633.5659008965631,4.379775347473814,0.025135780137010743,6
1723,中碳         ,200212,6463,15.93,0.327754960493407,1.1063,1.0571,0.12334,0.21576,0.2002,0.20622,0.74938,166.54,157.13,16.47,14.92,18.26,9.11,35.3421,1,2002,1.7486276895029982,1.1063,1.0571,0.12334,0.21576,0.2002,0.20622,0.74938,166.54,157.13,16.47,14.92,18.26,9.11,0.18638,161.83499999999998,15.695,13.685,1.0817,21.318993966217874,2001,2002,633.5659008965631,4.379775347473814,0.025135780137010743,7
1717,長興         ,200212,13365,9.38,0.511819919958475,0.5637,0.34974,0.05051,0.098915,0.078187,0.062241,0.95833,140.5,89.61,5.3,4.48,36.65,45.79,-2.6652,-1,2002,0.20484821566175554,0.5637,0.34974,0.05051,0.098915,0.078187,0.062241,0.95833,140.5,89.61,5.3,4.48,36.65,45.79,0.07246325,115.055,4.890000000000001,41.22,0.45672,20.946001698212626,2001,2002,633.5659008965631,4.379775347473814,0.025135780137010743,8
1504,東元         ,200212,19360,7.32,0.410629090059514,0.42882,0.52967,0.0083889,0.016999,0.033141,0.020998,1.0263,121.28,66.17,3.26,4.61,248.32,138.82,16.2568,-1,2002,0.0527301537766161,0.42882,0.52967,0.0083889,0.016999,0.033141,0.020998,1.0263,121.28,66.17,3.26,4.61,248.32,138.82,0.019881725,93.725,3.935,193.57,0.479245,20.71048980949162,2001,2002,633.5659008965631,4.379775347473814,0.025135780137010743,9
2312,金寶         ,200212,19286,10.29,0.984349416984452,0.74619,0.31182,0.053314,0.087399,0.052372,0.040739,0.63932,203.13,126.08,6.83,6.14,-2.67,-4.02,22.6433,-1,2002,-2.559702129279137,0.74619,0.31182,0.053314,0.087399,0.052372,0.040739,0.63932,203.13,126.08,6.83,6.14,-2.67,-4.02,0.058456,164.605,6.484999999999999,-3.3449999999999998,0.529005,20.650699592324138,2001,2002,633.5659008965631,4.379775347473814,0.025135780137010743,10
2350,環電         ,200312,9466,8.85,0.395822228624001,0.66045,0.14532,0.035229,0.086213,0.023643,0.018967,1.4472,141.91,102.35,11.21,5.69,20.44,181.31,-6.4407,-1,2003,0.04881142767188005,0.66045,0.14532,0.035229,0.086213,0.023643,0.018967,1.4472,141.91,102.35,11.21,5.69,20.44,181.31,0.041013,122.13,8.450000000000001,100.875,0.402885,76.74992046679395,2002,2003,550.3066631544277,5.099691724688294,0.02018420567539038,1
2614,東森         ,200312,10031,8.38,0.674776467128286,0.69428,0.40739,0.054097,0.13332,0.082591,0.083329,1.4644,107.02,63.73,4.28,7.96,356.58,145.38,5.1313,1,2003,0.05764204114980025,0.69428,0.40739,0.054097,0.13332,0.082591,0.083329,1.4644,107.02,63.73,4.28,7.96,356.58,145.38,0.08833425,85.375,6.12,250.98,0.550835,63.92197028021598,2002,2003,550.3066631544277,5.099691724688294,0.02018420567539038,2
6176,瑞儀         ,200312,11612,26.48,0.407318423056813,1.1419,0.54587,0.10275,0.20375,0.12346,0.097408,0.98294,186.38,138.25,6.94,3.5,-2.38,-1.86,40.4456,1,2003,-14.236566793853115,1.1419,0.54587,0.10275,0.20375,0.12346,0.097408,0.98294,186.38,138.25,6.94,3.5,-2.38,-1.86,0.13184200000000001,162.315,5.220000000000001,-2.12,0.843885,56.14578819896718,2002,2003,550.3066631544277,5.099691724688294,0.02018420567539038,3
2371,大同         ,200312,36104,8.6,0.98477623697061,0.79777,0.35655,0.0012255,0.0028976,-0.0063253,0.0013508,1.3645,100.66,64.54,7.91,4.78,45.41,102.81,45.9302,1,2003,0.0836494496289325,0.79777,0.35655,0.0012255,0.0028976,-0.0063253,0.0013508,1.3645,100.66,64.54,7.91,4.78,45.41,102.81,-0.0002128499999999999,82.6,6.345000000000001,74.11,0.57716,53.78963186930331,2002,2003,550.3066631544277,5.099691724688294,0.02018420567539038,4
